,func_name,func_definition,prompt,code,count,bad_name
664,Attr,"def Attr(obj, attr):
    """"""A node tuple for obj.attr""""""
    return [obj, Node(syms.trailer, [Dot(), attr])]

","def Attr(obj, attr):
    """"""A node tuple for obj.attr""""""
    return [obj, Node(syms.trailer, [Dot(), attr])]

def Name(name, prefix=None):
    """"""Return a NAME leaf""""""
    return Leaf(token.NAME, name, prefix=prefix)","def ImportAndCall(node, results, names):
    """"""Returns an import statement and calls a method
    of the module:

    import module
    module.name()""""""
    obj = results[""obj""].clone()
    if obj.type == syms.arglist:
        newarglist = obj.clone()
    else:
        newarglist = Node(syms.arglist, [obj.clone()])
    after = results[""after""]
    if after:
        after = [n.clone() for n in after]
    new = Node(syms.power,
               Attr(Name(names[0]), Name(names[1])) +
               [Node(syms.trailer,
                     [results[""lpar""].clone(),
                      newarglist,
                      results[""rpar""].clone()])] + after)
    new.prefix = node.prefix
    return new",1.0,create_attribute_node
665,Name,"def Name(name, prefix=None):
    """"""Return a NAME leaf""""""
    return Leaf(token.NAME, name, prefix=prefix)","def Attr(obj, attr):
    """"""A node tuple for obj.attr""""""
    return [obj, Node(syms.trailer, [Dot(), attr])]

def Name(name, prefix=None):
    """"""Return a NAME leaf""""""
    return Leaf(token.NAME, name, prefix=prefix)","def ImportAndCall(node, results, names):
    """"""Returns an import statement and calls a method
    of the module:

    import module
    module.name()""""""
    obj = results[""obj""].clone()
    if obj.type == syms.arglist:
        newarglist = obj.clone()
    else:
        newarglist = Node(syms.arglist, [obj.clone()])
    after = results[""after""]
    if after:
        after = [n.clone() for n in after]
    new = Node(syms.power,
               Attr(Name(names[0]), Name(names[1])) +
               [Node(syms.trailer,
                     [results[""lpar""].clone(),
                      newarglist,
                      results[""rpar""].clone()])] + after)
    new.prefix = node.prefix
    return new",2.0,create_name_leaf
666,RParen,"def RParen():
    return Leaf(token.RPAR, "")"")

","def RParen():
    return Leaf(token.RPAR, "")"")

def LParen():
    return Leaf(token.LPAR, ""("")","def is_tuple(node):
    """"""Does the node represent a tuple literal?""""""
    if isinstance(node, Node) and node.children == [LParen(), RParen()]:
        return True
    return (isinstance(node, Node)
            and len(node.children) == 3
            and isinstance(node.children[0], Leaf)
            and isinstance(node.children[1], Node)
            and isinstance(node.children[2], Leaf)
            and node.children[0].value == ""(""
            and node.children[2].value == "")"")",1.0,create_right_paren_leaf
667,LParen,"def LParen():
    return Leaf(token.LPAR, ""("")","def RParen():
    return Leaf(token.RPAR, "")"")

def LParen():
    return Leaf(token.LPAR, ""("")","def is_tuple(node):
    """"""Does the node represent a tuple literal?""""""
    if isinstance(node, Node) and node.children == [LParen(), RParen()]:
        return True
    return (isinstance(node, Node)
            and len(node.children) == 3
            and isinstance(node.children[0], Leaf)
            and isinstance(node.children[1], Node)
            and isinstance(node.children[2], Leaf)
            and node.children[0].value == ""(""
            and node.children[2].value == "")"")",1.0,create_left_paren_leaf
668,attr_chain,"def attr_chain(obj, attr):
    """"""Follow an attribute chain.

    If you have a chain of objects where a.foo -> b, b.foo-> c, etc,
    use this to iterate over all objects in the chain. Iteration is
    terminated by getattr(x, attr) is None.

    Args:
        obj: the starting object
        attr: the name of the chaining attribute

    Yields:
        Each successive object in the chain.
    """"""
    next = getattr(obj, attr)
    while next:
        yield next
        next = getattr(next, attr)","def attr_chain(obj, attr):
    """"""Follow an attribute chain.

    If you have a chain of objects where a.foo -> b, b.foo-> c, etc,
    use this to iterate over all objects in the chain. Iteration is
    terminated by getattr(x, attr) is None.

    Args:
        obj: the starting object
        attr: the name of the chaining attribute

    Yields:
        Each successive object in the chain.
    """"""
    next = getattr(obj, attr)
    while next:
        yield next
        next = getattr(next, attr)","def in_special_context(node):
    """""" Returns true if node is in an environment where all that is required
        of it is being iterable (ie, it doesn't matter if it returns a list
        or an iterator).
        See test_map_nochange in test_fixers.py for some examples and tests.
        """"""
    global p0, p1, p2, pats_built
    if not pats_built:
        p0 = patcomp.compile_pattern(p0)
        p1 = patcomp.compile_pattern(p1)
        p2 = patcomp.compile_pattern(p2)
        pats_built = True
    patterns = [p0, p1, p2]
    for pattern, parent in zip(patterns, attr_chain(node, ""parent"")):
        results = {}
        if pattern.match(parent, results) and results[""node""] is node:
            return True
    return False",1.0,follow_attribute_chain
669,find_binding,"def find_binding(name, node, package=None):
    """""" Returns the node which binds variable name, otherwise None.
        If optional argument package is supplied, only imports will
        be returned.
        See test cases for examples.""""""
    for child in node.children:
        ret = None
        if child.type == syms.for_stmt:
            if _find(name, child.children[1]):
                return child
            n = find_binding(name, make_suite(child.children[-1]), package)
            if n: ret = n
        elif child.type in (syms.if_stmt, syms.while_stmt):
            n = find_binding(name, make_suite(child.children[-1]), package)
            if n: ret = n
        elif child.type == syms.try_stmt:
            n = find_binding(name, make_suite(child.children[2]), package)
            if n:
                ret = n
            else:
                for i, kid in enumerate(child.children[3:]):
                    if kid.type == token.COLON and kid.value == "":"":
                        # i+3 is the colon, i+4 is the suite
                        n = find_binding(name, make_suite(child.children[i+4]), package)
                        if n: ret = n
        elif child.type in _","def find_binding(name, node, package=None):
    """""" Returns the node which binds variable name, otherwise None.
        If optional argument package is supplied, only imports will
        be returned.
        See test cases for examples.""""""
    for child in node.children:
        ret = None
        if child.type == syms.for_stmt:
            if _find(name, child.children[1]):
                return child
            n = find_binding(name, make_suite(child.children[-1]), package)
            if n: ret = n
        elif child.type in (syms.if_stmt, syms.while_stmt):
            n = find_binding(name, make_suite(child.children[-1]), package)
            if n: ret = n
        elif child.type == syms.try_stmt:
            n = find_binding(name, make_suite(child.children[2]), package)
            if n:
                ret = n
            else:
                for i, kid in enumerate(child.children[3:]):
                    if kid.type == token.COLON and kid.value == "":"":
                        # i+3 is the colon, i+4 is the suite
                        n = find_binding(name, make_suite(child.children[i+4]), package)
                        if n: ret = n
        elif child.type in _def_syms and child.children[1].value == name:
            ret = child
        elif _is_import_binding(child, name, package):
            ret = child
        elif child.type == syms.simple_stmt:
            ret = find_binding(name, child, package)
        elif child.type == syms.expr_stmt:
            if _find(name, child.children[0]):
                ret = child

        if ret:
            if not package:
                return ret
            if is_import(ret):
                return ret
    return None

def find_root(node):
    """"""Find the top level namespace.""""""
    # Scamper up to the top level namespace
    while node.type != syms.file_input:
        node = node.parent
        if not node:
            raise ValueError(""root found before file_input node was found."")
    return node","def does_tree_import(package, name, node):
    """""" Returns true if name is imported from package at the
        top level of the tree which node belongs to.
        To cover the case of an import like 'import foo', use
        None for the package and 'foo' for the name. """"""
    binding = find_binding(name, find_root(node), package)
    return bool(binding)",1.0,find_variable_binding_node
670,find_root,"def find_root(node):
    """"""Find the top level namespace.""""""
    # Scamper up to the top level namespace
    while node.type != syms.file_input:
        node = node.parent
        if not node:
            raise ValueError(""root found before file_input node was found."")
    return node","def find_binding(name, node, package=None):
    """""" Returns the node which binds variable name, otherwise None.
        If optional argument package is supplied, only imports will
        be returned.
        See test cases for examples.""""""
    for child in node.children:
        ret = None
        if child.type == syms.for_stmt:
            if _find(name, child.children[1]):
                return child
            n = find_binding(name, make_suite(child.children[-1]), package)
            if n: ret = n
        elif child.type in (syms.if_stmt, syms.while_stmt):
            n = find_binding(name, make_suite(child.children[-1]), package)
            if n: ret = n
        elif child.type == syms.try_stmt:
            n = find_binding(name, make_suite(child.children[2]), package)
            if n:
                ret = n
            else:
                for i, kid in enumerate(child.children[3:]):
                    if kid.type == token.COLON and kid.value == "":"":
                        # i+3 is the colon, i+4 is the suite
                        n = find_binding(name, make_suite(child.children[i+4]), package)
                        if n: ret = n
        elif child.type in _def_syms and child.children[1].value == name:
            ret = child
        elif _is_import_binding(child, name, package):
            ret = child
        elif child.type == syms.simple_stmt:
            ret = find_binding(name, child, package)
        elif child.type == syms.expr_stmt:
            if _find(name, child.children[0]):
                ret = child

        if ret:
            if not package:
                return ret
            if is_import(ret):
                return ret
    return None

def find_root(node):
    """"""Find the top level namespace.""""""
    # Scamper up to the top level namespace
    while node.type != syms.file_input:
        node = node.parent
        if not node:
            raise ValueError(""root found before file_input node was found."")
    return node","def does_tree_import(package, name, node):
    """""" Returns true if name is imported from package at the
        top level of the tree which node belongs to.
        To cover the case of an import like 'import foo', use
        None for the package and 'foo' for the name. """"""
    binding = find_binding(name, find_root(node), package)
    return bool(binding)",1.0,find_top_level_namespace_node
671,generate_matches,"def generate_matches(patterns, nodes):
    """"""
    Generator yielding matches for a sequence of patterns and nodes.

    Args:
        patterns: a sequence of patterns
        nodes: a sequence of nodes

    Yields:
        (count, results) tuples where:
        count: the entire sequence of patterns matches nodes[:count];
        results: dict containing named submatches.
        """"""
    if not patterns:
        yield 0, {}
    else:
        p, rest = patterns[0], patterns[1:]
        for c0, r0 in p.generate_matches(nodes):
            if not rest:
                yield c0, r0
            else:
                for c1, r1 in generate_matches(rest, nodes[c0:]):
                    r = {}
                    r.update(r0)
                    r.update(r1)
                    yield c0 + c1, r","def generate_matches(patterns, nodes):
    """"""
    Generator yielding matches for a sequence of patterns and nodes.

    Args:
        patterns: a sequence of patterns
        nodes: a sequence of nodes

    Yields:
        (count, results) tuples where:
        count: the entire sequence of patterns matches nodes[:count];
        results: dict containing named submatches.
        """"""
    if not patterns:
        yield 0, {}
    else:
        p, rest = patterns[0], patterns[1:]
        for c0, r0 in p.generate_matches(nodes):
            if not rest:
                yield c0, r0
            else:
                for c1, r1 in generate_matches(rest, nodes[c0:]):
                    r = {}
                    r.update(r0)
                    r.update(r1)
                    yield c0 + c1, r","def generate_matches(patterns, nodes):
    """"""
    Generator yielding matches for a sequence of patterns and nodes.

    Args:
        patterns: a sequence of patterns
        nodes: a sequence of nodes

    Yields:
        (count, results) tuples where:
        count: the entire sequence of patterns matches nodes[:count];
        results: dict containing named submatches.
        """"""
    if not patterns:
        yield 0, {}
    else:
        p, rest = patterns[0], patterns[1:]
        for c0, r0 in p.generate_matches(nodes):
            if not rest:
                yield c0, r0
            else:
                for c1, r1 in generate_matches(rest, nodes[c0:]):
                    r = {}
                    r.update(r0)
                    r.update(r1)
                    yield c0 + c1, r",3.0,generate_matches_for_patterns
672,has_metaclass,"def has_metaclass(parent):
    """""" we have to check the cls_node without changing it.
        There are two possibilities:
          1)  cls","def has_metaclass(parent):
    """""" we have to check the cls_node without changing it.
        There are two possibilities:
          1)  clsdef => suite => simple_stmt => expr_stmt => Leaf('__meta')
          2)  clsdef => simple_stmt => expr_stmt => Leaf('__meta')
    """"""
    for node in parent.children:
        if node.type == syms.suite:
            return has_metaclass(node)
        elif node.type == syms.simple_stmt and node.children:
            expr_node = node.children[0]
            if expr_node.type == syms.expr_stmt and expr_node.children:
                left_side = expr_node.children[0]
                if isinstance(left_side, Leaf) and \
                        left_side.value == '__metaclass__':
                    return True
    return False","def has_metaclass(parent):
    """""" we have to check the cls_node without changing it.
        There are two possibilities:
          1)  clsdef => suite => simple_stmt => expr_stmt => Leaf('__meta')
          2)  clsdef => simple_stmt => expr_stmt => Leaf('__meta')
    """"""
    for node in parent.children:
        if node.type == syms.suite:
            return has_metaclass(node)
        elif node.type == syms.simple_stmt and node.children:
            expr_node = node.children[0]
            if expr_node.type == syms.expr_stmt and expr_node.children:
                left_side = expr_node.children[0]
                if isinstance(left_side, Leaf) and \
                        left_side.value == '__metaclass__':
                    return True
    return False",2.0,check_class_metaclass
675,_generate_pickle_name,"def _generate_pickle_name(gt):
    head, tail = os.path.splitext(gt)
    if tail == "".txt"":
        tail = """"
    return head + tail + ""."".join(map(str, sys.version_info)) + "".pickle""

","def _generate_pickle_name(gt):
    head, tail = os.path.splitext(gt)
    if tail == "".txt"":
        tail = """"
    return head + tail + ""."".join(map(str, sys.version_info)) + "".pickle""

def _newer(a, b):
    """"""Inquire whether file a was written since file b.""""""
    if not os.path.exists(a):
        return False
    if not os.path.exists(b):
        return True
    return os.path.getmtime(a) >= os.path.getmtime(b)","def load_grammar(gt=""Grammar.txt"", gp=None,
                 save=True, force=False, logger=None):
    """"""Load the grammar (maybe from a pickle).""""""
    if logger is None:
        logger = logging.getLogger()
    gp = _generate_pickle_name(gt) if gp is None else gp
    if force or not _newer(gp, gt):
        logger.info(""Generating grammar tables from %s"", gt)
        g = pgen.generate_grammar(gt)
        if save:
            logger.info(""Writing grammar tables to %s"", gp)
            try:
                g.dump(gp)
            except OSError as e:
                logger.info(""Writing failed: %s"", e)
    else:
        g = grammar.Grammar()
        g.load(gp)
    return g",1.0,generate_pickle_filename
676,_newer,"def _newer(a, b):
    """"""Inquire whether file a was written since file b.""""""
    if not os.path.exists(a):
        return False
    if not os.path.exists(b):
        return True
    return os.path.getmtime(a) >= os.path.getmtime(b)","def _generate_pickle_name(gt):
    head, tail = os.path.splitext(gt)
    if tail == "".txt"":
        tail = """"
    return head + tail + ""."".join(map(str, sys.version_info)) + "".pickle""

def _newer(a, b):
    """"""Inquire whether file a was written since file b.""""""
    if not os.path.exists(a):
        return False
    if not os.path.exists(b):
        return True
    return os.path.getmtime(a) >= os.path.getmtime(b)","def load_grammar(gt=""Grammar.txt"", gp=None,
                 save=True, force=False, logger=None):
    """"""Load the grammar (maybe from a pickle).""""""
    if logger is None:
        logger = logging.getLogger()
    gp = _generate_pickle_name(gt) if gp is None else gp
    if force or not _newer(gp, gt):
        logger.info(""Generating grammar tables from %s"", gt)
        g = pgen.generate_grammar(gt)
        if save:
            logger.info(""Writing grammar tables to %s"", gp)
            try:
                g.dump(gp)
            except OSError as e:
                logger.info(""Writing failed: %s"", e)
    else:
        g = grammar.Grammar()
        g.load(gp)
    return g",1.0,is_file_a_newer_than_b
678,load_grammar,"def load_grammar(gt=""Grammar.txt"", gp=None,
                 save=True, force=False, logger=None):
    """"""Load the grammar (maybe from a pickle).""""""
    if logger is None:
        logger = logging.getLogger()
    gp = _generate_pickle_name(gt) if gp is None else gp
    if force or not _newer(gp, gt):
        logger.info(""Generating grammar tables from %s"", gt)
        g = pgen.generate_grammar(gt)
        if save:
            logger.info(""Writing grammar tables to %s"", gp)
            try:
                g.dump(gp)
            except OSError as e:
                logger.info(""Writing failed: %s"", e)
    else:
        g = grammar.Grammar()
        g.load(gp)
    return g","def _generate_pickle_name(gt):
    head, tail = os.path.splitext(gt)
    if tail == "".txt"":
        tail = """"
    return head + tail + ""."".join(map(str, sys.version_info)) + "".pickle""

def load_grammar(gt=""Grammar.txt"", gp=None,
                 save=True, force=False, logger=None):
    """"""Load the grammar (maybe from a pickle).""""""
    if logger is None:
        logger = logging.getLogger()
    gp = _generate_pickle_name(gt) if gp is None else gp
    if force or not _newer(gp, gt):
        logger.info(""Generating grammar tables from %s"", gt)
        g = pgen.generate_grammar(gt)
        if save:
            logger.info(""Writing grammar tables to %s"", gp)
            try:
                g.dump(gp)
            except OSError as e:
                logger.info(""Writing failed: %s"", e)
    else:
        g = grammar.Grammar()
        g.load(gp)
    return g","def load_packaged_grammar(package, grammar_source):
    """"""Normally, loads a pickled grammar by doing
        pkgutil.get_data(package, pickled_grammar)
    where *pickled_grammar* is computed from *grammar_source* by adding the
    Python version and using a ``.pickle`` extension.

    However, if *grammar_source* is an extant file, load_grammar(grammar_source)
    is called instead. This facilitates using a packaged grammar file when needed
    but preserves load_grammar's automatic regeneration behavior when possible.

    """"""
    if os.path.isfile(grammar_source):
        return load_grammar(grammar_source)
    pickled_name = _generate_pickle_name(os.path.basename(grammar_source))
    data = pkgutil.get_data(package, pickled_name)
    g = grammar.Grammar()
    g.loads(data)
    return g",3.0,load_grammar_tables
679,tokenize_loop,"def tokenize_loop(readline, tokeneater):
    for token_info in generate_tokens(readline):
        tokeneater(*token_info)","def tokenize_loop(readline, tokeneater):
    for token_info in generate_tokens(readline):
        tokeneater(*token_info)","def tokenize(readline, tokeneater=printtoken):
    """"""
    The tokenize() function accepts two parameters: one representing the
    input stream, and one providing an output mechanism for tokenize().

    The first parameter, readline, must be a callable object which provides
    the same interface as the readline() method of built-in file objects.
    Each call to the function should return one line of input as a string.

    The second parameter, tokeneater, must also be a callable object. It is
    called once for each token, with five arguments, corresponding to the
    tuples generated by generate_tokens().
    """"""
    try:
        tokenize_loop(readline, tokeneater)
    except StopTokenizing:
        pass",1.0,loop_over_tokens
680,get_lineno,"def get_lineno(text, index):
    """"""Return the line number of an index in a Tk text widget.""""""
    text_index = text.index(index)
    return int(float(text_index)) if text_index else None","def get_lineno(text, index):
    """"""Return the line number of an index in a Tk text widget.""""""
    text_index = text.index(index)
    return int(float(text_index)) if text_index else None","def get_end_linenumber(text):
    """"""Return the number of the last line in a Tk text widget.""""""
    return get_lineno(text, 'end-1c')",1.0,get_line_number_in_text_widget
681,idle_formatwarning,"def idle_formatwarning(message, category, filename, lineno, line=None):
    """"""Format warnings the IDLE way.""""""

    s = ""\nWarning (from warnings module):\n""
    s += '  File \""%s\"", line %s\n' % (filename, lineno)
    if line is None:
        line = linecache.getline(filename, lineno)
    line = line.strip()
    if line:
        s += ""    %s\n"" % line
    s += ""%s: %s\n"" % (category.__name__, message)
    return s","def idle_formatwarning(message, category, filename, lineno, line=None):
    """"""Format warnings the IDLE way.""""""

    s = ""\nWarning (from warnings module):\n""
    s += '  File \""%s\"", line %s\n' % (filename, lineno)
    if line is None:
        line = linecache.getline(filename, lineno)
    line = line.strip()
    if line:
        s += ""    %s\n"" % line
    s += ""%s: %s\n"" % (category.__name__, message)
    return s","def idle_showwarning(
        message, category, filename, lineno, file=None, line=None):
    """"""Show Idle-format warning (after replacing warnings.showwarning).

    The differences are the formatter called, the file=None replacement,
    which can be None, the capture of the consequence AttributeError,
    and the output of a hard-coded prompt.
    """"""
    if file is None:
        file = warning_stream
    try:
        file.write(idle_formatwarning(
                message, category, filename, lineno, line=line))
        file.write("">>> "")
    except (AttributeError, OSError):
        pass  # if file (probably __stderr__) is invalid, skip warning.",1.0,format_warning_idly
683,fix_scaling,"def fix_scaling(root):
    """"""Scale fonts on HiDPI displays.""""""
    import tkinter.font
    scaling = float(root.tk.call('tk', 'scaling'))
    if scaling > 1.4:
        for name in tkinter.font.names(root):
            font = tkinter.font.Font(root=root, name=name, exists=True)
            size = int(font['size'])
            if size < 0:
                font['size'] = round(-0.75*size)

","def fix_scaling(root):
    """"""Scale fonts on HiDPI displays.""""""
    import tkinter.font
    scaling = float(root.tk.call('tk', 'scaling'))
    if scaling > 1.4:
        for name in tkinter.font.names(root):
            font = tkinter.font.Font(root=root, name=name, exists=True)
            size = int(font['size'])
            if size < 0:
                font['size'] = round(-0.75*size)

def showerror(title=None, message=None, **options):
    ""Show an error message""
    return _show(title, message, ERROR, OK, **options)","def show_socket_error(err, address):
    ""Display socket error from manage_socket.""
    import tkinter
    from tkinter.messagebox import showerror
    root = tkinter.Tk()
    fix_scaling(root)
    root.withdraw()
    showerror(
            ""Subprocess Connection Error"",
            f""IDLE's subprocess can't connect to {address[0]}:{address[1]}.\n""
            f""Fatal OSError #{err.errno}: {err.strerror}.\n""
            ""See the 'Startup failure' section of the IDLE doc, online at\n""
            ""https://docs.python.org/3/library/idle.html#startup-failure"",
            parent=root)
    root.destroy()",1.0,scale_fonts_on_hidpi_displays
684,showerror,"def showerror(title=None, message=None, **options):
    ""Show an error message""
    return _show(title, message, ERROR, OK, **options)","def fix_scaling(root):
    """"""Scale fonts on HiDPI displays.""""""
    import tkinter.font
    scaling = float(root.tk.call('tk', 'scaling'))
    if scaling > 1.4:
        for name in tkinter.font.names(root):
            font = tkinter.font.Font(root=root, name=name, exists=True)
            size = int(font['size'])
            if size < 0:
                font['size'] = round(-0.75*size)

def showerror(title=None, message=None, **options):
    ""Show an error message""
    return _show(title, message, ERROR, OK, **options)","def show_socket_error(err, address):
    ""Display socket error from manage_socket.""
    import tkinter
    from tkinter.messagebox import showerror
    root = tkinter.Tk()
    fix_scaling(root)
    root.withdraw()
    showerror(
            ""Subprocess Connection Error"",
            f""IDLE's subprocess can't connect to {address[0]}:{address[1]}.\n""
            f""Fatal OSError #{err.errno}: {err.strerror}.\n""
            ""See the 'Startup failure' section of the IDLE doc, online at\n""
            ""https://docs.python.org/3/library/idle.html#startup-failure"",
            parent=root)
    root.destroy()",2.0,show_error_message
685,get_spaces_firstword,"def get_spaces_firstword(codeline, c=re.compile(r""^(\s*)(\w*)"")):
    ""Extract the beginning whitespace and first word from codeline.""
    return c.match(codeline).groups()","def get_spaces_firstword(codeline, c=re.compile(r""^(\s*)(\w*)"")):
    ""Extract the beginning whitespace and first word from codeline.""
    return c.match(codeline).groups()","def get_line_info(codeline):
    """"""Return tuple of (line indent value, codeline, block start keyword).

    The indentation of empty lines (or comment lines) is INFINITY.
    If the line does not start a block, the keyword value is False.
    """"""
    spaces, firstword = get_spaces_firstword(codeline)
    indent = len(spaces)
    if len(codeline) == indent or codeline[indent] == '#':
        indent = INFINITY
    opener = firstword in BLOCKOPENERS and firstword
    return indent, codeline, opener",1.0,extract_whitespace_and_first_word
686,architecture,"def architecture(executable=sys.executable, bits='', linkage=''):
    """""" Queries the given executable (","def architecture(executable=sys.executable, bits='', linkage=''):

    """""" Queries the given executable (defaults to the Python interpreter
        binary) for various architecture information.

        Returns a tuple (bits, linkage) which contains information about
        the bit architecture and the linkage format used for the
        executable. Both values are returned as strings.

        Values that cannot be determined are returned as given by the
        parameter presets. If bits is given as '', the sizeof(pointer)
        (or sizeof(long) on Python version < 1.5.2) is used as
        indicator for the supported pointer size.

        The function relies on the system's ""file"" command to do the
        actual work. This is available on most if not all Unix
        platforms. On some non-Unix platforms where the ""file"" command
        does not exist and the executable is set to the Python interpreter
        binary defaults from _default_architecture are used.

    """"""
    # Use the sizeof(pointer) as default number of bits if nothing
    # else is given as default.
    if not bits:
        import struct
        size = struct.calcsize('P')
        bits = str(size * 8) + 'bit'

    # Get data from the 'file' system command
    if executable:
        fileout = _syscmd_file(executable, '')
    else:
        fileout = ''

    if not fileout and \
       executable == sys.executable:
        # ""file"" command did not return anything; we'll try to provide
        # some sensible defaults then...
        if sys.platform in _default_architecture:
            b, l = _default_architecture[sys.platform]
            if b:
                bits = b
            if l:
                linkage = l
        return bits, linkage

    if 'executable' not in fileout and 'shared object' not in fileout:
        # Format not supported
        return bits, linkage

    # Bits
    if '32-bit' in fileout:
        bits = '32bit'
    elif '64-bit' in fileout:
        bits = '64bit'

    # Linkage
    if 'ELF' in fileout:
        linkage = 'ELF'
    elif 'PE' in fileout:
        # E.g. Windows uses this format
        if 'Windows' in fileout:
            linkage = 'WindowsPE'
        else:
            linkage = 'PE'
    elif 'COFF' in fileout:
        linkage = 'COFF'
    elif 'MS-DOS' in fileout:
        linkage = 'MSDOS'
    else:
        # XXX the A.OUT format also falls under this class...
        pass

    return bits, linkage","def build_bits():
    ""Return bits for platform.""
    if sys.platform == 'darwin':
        return '64' if sys.maxsize > 2**32 else '32'
    else:
        return architecture()[0][:2]",1.0,query_executable_architecture
687,reformat_paragraph,"def reformat_paragraph(data, limit):
    """"""Return data reformatted to specified width (limit).""""""
    lines = data.split(""\n"")
    i = 0
    n = len(lines)
    while i < n and is_all_white(lines[i]):
        i = i+1
    if i >= n:
        return data
    indent1 = get_indent(lines[i])
    if i+1 < n and not is_all_white(lines[i+1]):
        indent2 = get_indent(lines[i+1])
    else:
        indent2 = indent1
    new = lines[:i]
    partial = indent1
    while i < n and not is_all_white(lines[i]):
        # XXX Should take double space after period (etc.) into account
        words = re.split(r""(\s+)"", lines[i])
        for j in range(0, len(words), 2):
            word = words[j]
            if not word:
                continue # Can happen when line ends in whitespace
            if len((partial + word).expandtabs()) > limit and \
                   partial != indent1:
                new.append(partial.rstrip())
                partial = indent2
            partial = partial + word + "" ""
            if j+1 < len(words) and words[j+1] != "" "":
                partial = partial + "" ""
        i = i+1
    new.append(partial.rstrip())
    # XXX Should reformat remaining paragraphs as well
    new.extend(lines[i:])
    return ""\n"".join(new)","def reformat_paragraph(data, limit):
    """"""Return data reformatted to specified width (limit).""""""
    lines = data.split(""\n"")
    i = 0
    n = len(lines)
    while i < n and is_all_white(lines[i]):
        i = i+1
    if i >= n:
        return data
    indent1 = get_indent(lines[i])
    if i+1 < n and not is_all_white(lines[i+1]):
        indent2 = get_indent(lines[i+1])
    else:
        indent2 = indent1
    new = lines[:i]
    partial = indent1
    while i < n and not is_all_white(lines[i]):
        # XXX Should take double space after period (etc.) into account
        words = re.split(r""(\s+)"", lines[i])
        for j in range(0, len(words), 2):
            word = words[j]
            if not word:
                continue # Can happen when line ends in whitespace
            if len((partial + word).expandtabs()) > limit and \
                   partial != indent1:
                new.append(partial.rstrip())
                partial = indent2
            partial = partial + word + "" ""
            if j+1 < len(words) and words[j+1] != "" "":
                partial = partial + "" ""
        i = i+1
    new.append(partial.rstrip())
    # XXX Should reformat remaining paragraphs as well
    new.extend(lines[i:])
    return ""\n"".join(new)","def reformat_comment(data, limit, comment_header):
    """"""Return data reformatted to specified width with comment header.""""""

    # Remove header from the comment lines
    lc = len(comment_header)
    data = ""\n"".join(line[lc:] for line in data.split(""\n""))
    # Reformat to maxformatwidth chars or a 20 char width,
    # whichever is greater.
    format_width = max(limit - len(comment_header), 20)
    newdata = reformat_paragraph(data, format_width)
    # re-split and re-insert the comment header.
    newdata = newdata.split(""\n"")
    # If the block ends in a \n, we don't want the comment prefix
    # inserted after it. (Im not sure it makes sense to reformat a
    # comment block that is not made of complete lines, but whatever!)
    # Can't think of a clean solution, so we hack away
    block_suffix = """"
    if not newdata[-1]:
        block_suffix = ""\n""
        newdata = newdata[:-1]
    return '\n'.join(comment_header+line for line in newdata) + block_suffix",1.0,reformat_text_paragraph
688,_init_tk_type,"def _init_tk_type():
    """"""
    Initializes OS X Tk variant values for
    isAquaTk(), isCarbonTk(), isCocoaTk(), and isXQuartz().
    """"""
    global _tk_type
    if platform == 'darwin':
        root = tkinter.Tk()
        ws = root.tk.call('tk', 'windowingsystem')
        if 'x11' in ws:
            _tk_type = ""xquartz""
        elif 'aqua' not in ws:
            _tk_type = ""other""
        elif 'AppKit' in root.tk.call('winfo', 'server', '.'):
            _tk_type = ""cocoa""
        else:
            _tk_type = ""carbon""
        root.destroy()
    else:
        _tk_type = ""other""","def _init_tk_type():
    """"""
    Initializes OS X Tk variant values for
    isAquaTk(), isCarbonTk(), isCocoaTk(), and isXQuartz().
    """"""
    global _tk_type
    if platform == 'darwin':
        root = tkinter.Tk()
        ws = root.tk.call('tk', 'windowingsystem')
        if 'x11' in ws:
            _tk_type = ""xquartz""
        elif 'aqua' not in ws:
            _tk_type = ""other""
        elif 'AppKit' in root.tk.call('winfo', 'server', '.'):
            _tk_type = ""cocoa""
        else:
            _tk_type = ""carbon""
        root.destroy()
    else:
        _tk_type = ""other""","def isAquaTk():
    """"""
    Returns True if IDLE is using a native OS X Tk (Cocoa or Carbon).
    """"""
    if not _tk_type:
        _init_tk_type()
    return _tk_type == ""cocoa"" or _tk_type == ""carbon""",1.0,initialize_osx_tk_variant_values
